PacketTime,X,Y,NormalPressure,DeltaT,DistJump,Velocity,PressurePrev,PressureCurr,Trial,segment_id,segment_label,letter_id,letter_label
96637978,4753,25863,11669,5.0,28.071337695236398,5614.26753904728,11829.0,11669,0,-1,,-1,
96637983,4789,25875,11557,5.0,37.94733192202055,7589.466384404111,11669.0,11557,0,-1,,-1,
96637988,4832,25892,11253,5.0,46.238512086787566,9247.702417357514,11557.0,11253,0,-1,,-1,
96637993,4879,25911,11109,5.0,50.695167422546305,10139.03348450926,11253.0,11109,0,-1,,-1,
96637998,4928,25932,10772,5.0,53.31041174104736,10662.082348209471,11109.0,10772,0,-1,,-1,
96638003,4978,25954,10516,5.0,54.62600113499065,10925.20022699813,10772.0,10516,0,-1,,-1,
96638008,5028,25974,10372,5.0,53.85164807134504,10770.329614269007,10516.0,10372,0,-1,,-1,
96638013,5075,25995,9828,5.0,51.478150704935004,10295.630140987001,10372.0,9828,0,-1,,-1,
96638018,5121,26015,9492,5.0,50.15974481593781,10031.948963187562,9828.0,9492,0,-1,,-1,
96638023,5165,26034,9492,5.0,47.92702786528704,9585.405573057407,9492.0,9492,0,-1,,-1,
96638028,5204,26052,9124,5.0,42.95346318982906,8590.69263796581,9492.0,9124,0,-1,,-1,
96638033,5239,26067,9092,5.0,38.07886552931954,7615.773105863908,9124.0,9092,0,-1,,-1,
96638038,5268,26078,8852,5.0,31.016124838541646,6203.224967708329,9092.0,8852,0,-1,,-1,
